City Name,Total Population,Median Income,Gini Index,White Proportion (in %),Household Size,Agriculture Employement (in %)
El Cajon,100590,20791,0.4454,75.39914504,3.110197267,0.412401502
El Centro,42888,18229,0.4845,65.21637754,3.318220503,6.563513851
El Cerrito,23862,40962,0.4227,57.45536837,2.374564633,0.536628994
El Cerrito,5330,22962,0.372,79.53095685,3.750879662,2.614379085
El Dorado,44206,51578,0.3846,82.40057911,3.023252633,0.281548517
Eldridge,1615,38095,0.407,77.39938081,3.117760618,0.158227848
El Granada,5508,44295,0.4298,89.36092956,2.754,0.79119367
Elizabeth Lake,1481,45505,0.3827,92.77515192,2.505922166,0
Elk Creek,122,17422,0.3318,81.14754098,1.967741935,6.818181818
Elk Grove,155350,35631,0.3825,45.31252012,3.259751978,0.536615705
Elkhorn,1493,31852,0.3401,96.24916276,3.022267206,18.51851852
Elmira,191,13125,0.2877,96.85863874,2.850746269,0
El Monte,114412,18746,0.4266,45.8640702,3.942386548,0.401475694
El Nido,335,19375,0.5062,47.1641791,3.722222222,54.34782609
Paso Robles,30144,27815,0.4173,76.85111465,2.741859196,5.085353608
El Portal,537,48784,0.2631,91.62011173,2.594202899,0
El Rancho,17,,,52.94117647,2.125,0
El Rio,6399,21476,0.3311,80.35630567,4.094049904,11.31597975
El Segundo,16760,45064,0.4017,81.44988067,2.484803558,0.277161863
El Sobrante CDP (Contra Costa County),13478,31567,0.4174,57.82757086,2.684325832,0.133531157
El Sobrante CDP (Riverside County),13900,44758,0.322,58.94244604,3.845089903,0
El Verano,4402,30518,0.4322,72.35347569,2.732464308,2.05655527
Elverta,5339,29878,0.3477,78.16070425,3.19892151,0.875172731
Emerald Lake Hills,4474,60918,0.4131,88.71256147,2.91465798,0.965335674
Emeryville,10206,45870,0.4381,47.08994709,1.732767402,0.229322734
Empire,4331,13106,0.4061,83.12168091,3.308632544,12.05882353
Encinitas,60321,40023,0.4688,88.44846737,2.613448291,0.49752905
Escalon,7182,29188,0.4058,93.2748538,2.77190274,4.364723468
Escondido,145859,24553,0.4587,81.66174182,3.284298935,3.21262528
Esparto,2765,25337,0.3598,80.72332731,3.245305164,18.43003413
Etna,782,18844,0.3699,90.92071611,2.348348348,11.26126126
Eucalyptus Hills,5344,42342,0.3805,74.53218563,3.048488306,1.71652771
Eureka,27037,20090,0.4297,81.85079706,2.435765766,1.178299648
Exeter,10381,20416,0.4718,87.36152586,3.140048397,11.17448794
Fairbanks Ranch,2893,57500,0.5064,98.65191842,2.916330645,0
Fairfax town,7503,49013,0.4558,91.20351859,2.214580874,0
Fairfield,106533,28871,0.411,47.45571795,3.122395146,1.527768671
Fairmead,1663,13103,0.4928,70.77570655,5.399350649,5.642633229
Fair Oaks,31493,36117,0.4487,86.10167339,2.440939389,0.605030591
Fairview,10536,42235,0.3765,49.7911921,3.012006861,0
Fallbrook,30283,26577,0.4679,77.92821055,2.919969145,7.647710802
Fall River Mills,638,11298,0.5424,99.37304075,3.038095238,0
Farmersville,10608,13788,0.3934,81.6459276,4.03652968,14.72722386
Farmington,169,19940,0.4829,100,1.836956522,0
Fellows,93,25625,0.2528,100,3.1,17.39130435
Felton,4185,37197,0.4103,89.89247312,2.544072948,1.722488038
Ferndale,1417,20375,0.4976,93.08398024,2.146969697,6.657018813
Fetters Hot Springs-Agua Caliente,4516,26607,0.4847,79.27369353,2.817217717,2.001703578
Fiddletown,102,21765,0.3251,100,2,0
Fieldbrook,807,31439,0.3931,89.21933086,2.460365854,4.273504274
Fields Landing,71,9125,0.2556,87.32394366,2.290322581,0
Fillmore,15076,23557,0.4128,69.5741576,3.625781626,7.925937957
Firebaugh,7773,15850,0.4153,77.28032935,3.851833499,35.22491349
Fish Camp,40,10750,0.0083,32.5,1.739130435,0
Florence-Graham,61862,16412,0.4133,62.51980214,4.422505004,2.048425112
Florin,51051,18511,0.4148,41.34688841,3.317153996,1.390121266
Floriston,47,46875,0.1429,100,1.958333333,0
Flournoy,125,37917,0.2812,96.8,2.840909091,15.625
Folsom,72424,44066,0.3726,71.04965205,2.934046346,0.134207241
Fontana,198692,23744,0.3864,56.6288527,4.128236027,0.595626331
Foothill Farms,33052,24425,0.3873,65.87801041,2.796514087,0.775855933
Forbestown,486,18972,0.2347,58.64197531,3.983606557,0
Ford City,4106,16420,0.4262,90.74525085,3.103552532,34.04522613
Foresthill,1651,27760,0.4876,90.00605694,2.467862481,0.722891566
Forest Meadows,1571,35690,0.4202,100,2.52979066,1.413881748
Forest Ranch,1330,24934,0.7135,90.30075188,2.138263666,0
Forestville,3271,25860,0.4443,88.90247631,2.192359249,4.295641188
Fort Bidwell,159,18906,0.408,45.91194969,1.786516854,2.43902439
Fort Bragg,7259,20158,0.4454,83.59278137,2.532798325,5.239654659
Fort Irwin,9049,27858,0.318,65.01270859,3.924111015,0
Fort Jones,716,16333,0.3802,91.75977654,2.503496504,14.89361702
Fortuna,11851,21831,0.4619,82.15340478,2.846745136,2.413308341
Fort Washington,387,43092,0.2529,100,3.794117647,23.15789474
Foster City,31259,57842,0.3894,45.93557056,2.611227132,0.380565774
Fountain Valley,55911,32494,0.4071,54.57065694,2.992613606,0.221979758
Fowler,5785,19237,0.4378,54.93517718,3.277620397,13.14573709
Franklin CDP (Merced County),6361,21693,0.4239,62.22292092,3.571588995,12.60504202
Franklin CDP (Sacramento County),13,,0.1343,100,1,
Frazier Park,2889,28510,0.4099,93.59640014,2.90060241,1.214953271
Freedom,3604,19880,0.371,48.30743618,4.210280374,8.565601632
Freeport,68,15313,0.1122,47.05882353,3.090909091,0
Fremont,218172,44290,0.398,30.47457969,3.07046654,0.254790442
French Camp,4458,12070,0.3869,66.64423508,8.270871985,21.97928654
French Gulch,392,14663,0.4838,98.21428571,2.265895954,3.703703704
French Valley,24746,33262,0.3104,70.40733856,3.756223437,0.208581645
Fresno,500819,20422,0.477,53.12857539,3.146579293,5.236668104
Friant,357,22083,0.4577,97.4789916,1.821428571,1.176470588
Fruitdale,1154,29453,0.5041,77.72963605,2.54185022,0
Fruitridge Pocket,5277,13142,0.4255,40.36384309,3.426623377,0.853242321
Fuller Acres,706,18854,0.3418,67.56373938,3.330188679,28.30188679
Fullerton,136702,27202,0.457,55.05917982,3.093785362,0.308665912
Fulton,694,23202,0.4347,61.81556196,2.953191489,5.326876513
Furnace Creek,183,29115,0.247,88.52459016,1.316546763,0
Galt,23997,25935,0.3768,70.18377297,3.144261006,5.826558266
Garberville,542,24205,0.3784,95.01845018,1.652439024,0
Gardena,59226,25283,0.444,22.80586229,2.831206081,0.400326192
Garden Acres,11451,16453,0.3879,64.02060955,3.926954733,7.390873016
Garden Farms,312,48125,0.4914,100,2.836363636,0
Garden Grove,172785,22747,0.4229,43.84350493,3.763395191,0.286630456
Garey,119,28333,0.2016,31.09243697,5.666666667,19.23076923
Garnet,6567,21474,0.3617,52.71813614,3.458135861,1.791401274
Gasquet,514,18472,0.3958,95.13618677,2.023622047,0
Gazelle,126,17098,0.3756,82.53968254,1.880597015,37.03703704
Georgetown,2351,30163,0.422,91.15270098,2.54989154,5.04587156
Gerber,937,14414,0.3262,74.70651014,2.993610224,7.989690722
Geyserville,1135,26157,0.4107,60.70484582,3.179271709,21.51639344
Gilroy,49767,27200,0.4322,68.50925312,3.42417779,6.642752757
Glendale,193381,22633,0.4877,75.08183327,2.733145829,0.125975474
Glendora,50500,31964,0.4174,77.85148515,3.055236251,0.484631505
Glen Ellen,594,37250,0.4121,93.43434343,1.762611276,0
Golden Hills,7705,30984,0.3847,87.7871512,2.639602604,1.639842089
Gold Mountain,25,,,100,1.785714286,
Gold River,7952,60734,0.4468,70.76207243,2.369487485,0
Goleta,30074,33955,0.3997,69.74795504,2.848995832,1.051379936
Gonzales,8252,21204,0.378,87.89384392,4.322682032,37.15555556
Good Hope,8649,16571,0.4066,47.55463059,4.108788599,3.641660597
Goodyears Bar,10,,,100,1,
Goshen,3696,17083,0.3168,82.79220779,4.358490566,14.42080378
Graeagle,548,30052,0.337,100,1.762057878,0
Grand Terrace,12169,34212,0.415,69.74278905,2.779579717,1.201646091
Grangeville,574,25909,0.4839,84.49477352,2.528634361,5.426356589
Granite Bay,22948,50827,0.4348,84.31235838,2.99035705,0.326183651
Granite Hills,3340,37917,0.5169,87.8742515,2.979482605,0
Graniteville,0,,,,,
Grass Valley,12845,21646,0.512,90.7045543,2.129476127,3.15382965
Graton,1316,20841,0.3665,75.22796353,2.276816609,5.297157623
Grayson,1259,17011,0.3676,73.07386815,3.713864307,24.21652422
Greeley Hill,570,13000,0.3931,98.42105263,2.200772201,13.33333333
Greenacres,5119,36515,0.3646,83.70775542,2.587967644,9.3648586
Green Acres,2231,18790,0.3597,71.53742716,3.96975089,1.210287443
Greenfield,4395,23996,0.3756,72.99203641,3.33206975,11.81867242
Greenfield,16494,17342,0.3594,72.66278647,4.80314502,35.49013748
Greenhorn,124,51985,0.379,100,1.137614679,0
Green Valley CDP (Los Angeles County),1048,49688,0.3725,86.54580153,2.187891441,0
Green Valley CDP (Solano County),1386,54231,0.4544,85.78643579,2.035242291,0
Greenview,178,14961,0.3282,82.02247191,2.197530864,
Greenville,922,16910,0.4702,87.85249458,1.889344262,6.153846154
Grenada,351,16442,0.4098,78.91737892,1.712195122,6.25
Gridley,6557,20277,0.4261,79.0452951,3.495202559,6.95116586
Grimes,365,17115,0.3031,96.71232877,3.041666667,13.04347826
Grizzly Flats,937,30046,0.3431,96.37139808,3.20890411,0
Groveland,706,15991,0.391,95.89235127,2.255591054,0
Grover Beach,13253,26108,0.423,81.59661963,2.538402605,2.281667978
Guadalupe,7100,18869,0.3664,74.67605634,3.879781421,27.34557596
Guerneville,3857,19916,0.5065,93.23308271,1.850767754,1.978973408
Guinda,540,23456,0.3993,23.51851852,3.75,27.72277228
Gustine,5562,16580,0.4767,88.0798274,2.931997891,8.505018489
Hacienda Heights,55816,30554,0.4101,48.98416225,3.476116336,0.138110646
Half Moon Bay,11555,42211,0.4673,83.75594981,2.652054166,4.385526096
Hamilton Branch,749,24659,0.4698,98.66488652,2.304615385,6.439393939
Hamilton City,1666,17582,0.4109,83.91356543,3.358870968,33.99668325
Hanford,54195,25433,0.4216,76.78199096,3.158032749,7.313675412
Happy Camp,1247,16855,0.4158,61.98877306,2.283882784,5.128205128
Harbison Canyon,4535,25163,0.3701,88.68798236,3.164689463,0.673967987
Hardwick,229,33125,0.5863,69.86899563,4.872340426,24.48979592
Hartland,0,,,,,
Hartley,2570,41036,0.3835,86.0311284,2.881165919,1.3481364
Hasley Canyon,1424,31136,0.4292,95.85674157,3.115973742,0
Hat Creek,204,27000,0.3122,100,2.125,37.07865169
Hawaiian Gardens,14352,18488,0.4095,71.33500557,3.922383165,0.87523597
Hawthorne,85092,24829,0.4305,46.1958821,2.973269506,0.205771771
Hayfork,2621,20254,0.4004,89.31705456,2.520192308,3.404255319
Hayward,147163,27609,0.421,37.98780944,3.257404046,0.507719407
Healdsburg,11356,29971,0.4595,73.70553012,2.569230769,6.486170627
Heber,4140,17649,0.3954,58.74396135,4.023323615,11.59527326
Hemet,79986,19528,0.4407,71.97009477,2.617342932,1.498268019
Herald,1231,39704,0.3619,84.72786353,3.047029703,0.482315113
Hercules,24340,42577,0.3756,27.60887428,2.982843137,0.175438596
Herlong,1501,6722,0.2399,34.64357095,14.57281553,0
Hermosa/Redondo,19605,61720,0.462,86.10048457,2.109879466,0.075700227
Hesperia,90804,20932,0.4185,75.1596846,3.508248657,0.509721847
Hickman,496,21944,0.3353,91.12903226,3.263157895,12.64367816
Hidden Hills,1777,79688,0.521,93.13449634,3.016977929,0
Hidden Meadows,3393,48972,0.4268,83.96699086,2.306594154,0
Hidden Valley Lake,5410,31646,0.3759,89.79667283,2.777207392,4.188733751
Highgrove,4026,23616,0.4378,73.89468455,3.455793991,0.29342723
Highland,53575,23170,0.4435,53.08819412,3.611635432,1.141138273
Highlands-Baywood Park,4271,63041,0.4087,64.41114493,2.813570487,0.265533723
Hillsborough,11006,86497,0.4848,64.70107214,3.066592366,1.044159234
Hilmar-Irwin,4978,27979,0.4516,91.76376055,2.894186047,12.23021583
Hiouchi,344,22344,0.5432,86.04651163,2.457142857,0
Hollister,35558,25852,0.3904,81.62438832,3.461643302,5.624231441
Holtville,5969,17773,0.4536,73.37912548,2.990480962,12.53012048
Home Garden,1666,14787,0.394,62.96518607,3.985645933,15.09433962
Home Gardens,11151,20030,0.3698,69.53636445,4.128470937,1.428262281
Homeland,6225,19488,0.4055,76.64257028,3.125,2.195121951
Homestead Valley,3355,17935,0.429,88.82265276,2.274576271,0
Homewood Canyon,16,,,100,1,
Honcut,435,19675,0.1804,92.87356322,4.943181818,0
Hood,299,34079,0.1181,68.22742475,3.322222222,14.15929204
Hopland,586,27917,0.3723,93.3447099,2.280155642,2.216066482
Hornbrook,311,18295,0.4156,91.96141479,3.206185567,0
Hornitos,56,,,100,3.111111111,0
Hughson,6740,22380,0.4267,86.51335312,3.086080586,4.92133925
Humboldt Hill,3719,20840,0.4076,74.99327776,2.63946061,6.650396583
Huntington Beach,193197,38709,0.4467,77.75741859,2.605278062,0.473875816
Huntington Park,58473,16742,0.4017,72.47276521,4.04517468,0.892410342
Huron,6760,15587,0.4777,65.84319527,4.325015995,66.89782709
Hyampom,200,12344,0.1493,100,2.127659574,0
Hydesville,1450,30465,0.3911,88.75862069,2.741020794,2.317880795
Idlewild,31,14219,0.5153,100,2.818181818,0
Idyllwild-Pine Cove,2080,30394,0.4053,93.94230769,2.212765957,6.293018682
Imperial,15205,29911,0.3633,80.42091417,3.337357331,2.992151733
Imperial Beach,26634,23879,0.3967,71.82924082,3.021440726,0.324976787
Independence,637,26055,0.3431,76.13814757,2.109271523,8.620689655
Indian Falls,35,3083,0.1731,100,1.75,0
Indianola,981,19536,0.47,82.26299694,2.428217822,2.428256071
Indian Wells Valley,5040,40456,0.5854,89.30555556,1.851579721,0.665778961
Indio,80167,22191,0.4379,57.00101039,3.28944237,2.27651127
Indio Hills,963,26047,0.4506,40.91381101,3.402826855,10.47904192
Industry,407,29861,0.3306,77.14987715,5.0875,0
Inglewood,110585,22857,0.4463,27.7352263,3.032966732,0.575512269
Interlaken,7158,22246,0.3703,76.02682314,4.094965675,12.86272321
Inverness,1381,36750,0.521,92.90369298,1.868741543,0
Inyokern,843,47542,0.4938,78.52906287,1.75625,0
Ione,7504,16146,0.4347,71.89498934,5.737003058,1.124437781
Iron Horse,498,34740,0.2141,100,3.018181818,40.42553191
Irvine Ranch,221266,45754,0.4498,52.21091356,2.729724395,0.298779142
Irwindale,1497,21734,0.3577,54.70941884,4.193277311,2.073365231
Isla Vista,24657,6378,0.5345,66.3057144,4.882574257,0.387926956
Isleton,697,14688,0.439,77.18794835,2.338926175,7.569721116
Ivanhoe,3924,15485,0.4239,70.74413863,3.593406593,27.79026217
Jackson,4599,22544,0.4693,88.21482931,2.425632911,0.952380952
Jacumba,95,28839,0.2563,87.36842105,1.376811594,0
Jamestown,3739,19146,0.4571,88.31238299,2.300923077,3.773584906
Jamul,5480,38243,0.3635,87.2810219,3.219741481,0.69673634
Janesville,1562,27412,0.3585,96.73495519,3.021276596,1.697792869
Jenner,130,43850,0.3578,100,1.884057971,8.333333333
Johannesburg,49,11442,0.2141,100,1.53125,
Johnstonville,919,26815,0.417,93.79760609,2.531680441,4.545454545
Johnsville,8,,,37.5,1.6,0
Joshua Basin,7811,22969,0.4309,81.48764563,2.398955774,0
Julian,1352,42865,0.3489,93.41715976,2.264656616,5.946791862
Junction City,975,19281,0.4117,94.76923077,3.350515464,7.633587786
June Lake,419,15938,0.3696,85.91885442,2.570552147,0
Jurapa,97725,22113,0.4054,57.37221796,3.90649984,1.607791605
Keddie,73,67656,0.2154,100,2.607142857,0
Keeler,127,12500,0.3831,92.91338583,1.84057971,0
Keene,360,28438,0.4601,92.77777778,2.292993631,0
Kelly Ridge,2420,24826,0.4161,96.81818182,1.890625,0
Kelseyville,3568,14927,0.3857,60.0896861,2.990779547,23.39069471
Kennedy,3537,16740,0.3592,55.44246537,4.215733015,9.003831418
Kennedy Meadows,18,21250,0.0635,100,1.8,
Kensington,5201,57409,0.3928,79.31167083,2.372718978,0
Kentfield,6544,54485,0.5399,92.28300734,2.525665766,0
Kenwood,963,43205,0.5908,90.96573209,2.331719128,0
Kerman,13856,20566,0.4078,64.37644342,4.039650146,17.89732771
Kernville,1437,27770,0.385,90.39665971,2.08563135,22.71914132
Keswick,321,27171,0.341,95.01557632,1.735135135,0
Kettleman City,1413,21082,0.3996,73.24840764,3.969101124,63.38639653
Keyes,6677,16019,0.3663,74.50951026,3.570588235,9.90990991
King City,12996,17727,0.4099,84.99538319,4.654727794,45.88888889
Kings Beach,3577,18140,0.4517,89.90774392,3.021114865,0
Kingsburg,11507,23306,0.4425,72.30381507,3.063631523,10.13824885
Kingvale,177,25491,0.3585,100,2.458333333,0
Kirkwood,66,8438,0.3721,37.87878788,4.714285714,0
Klamath,937,16087,0.457,48.66595518,2.518817204,6.031746032
Knightsen,1589,28571,0.3709,85.21082442,3.402569593,5.709876543
Knights Landing,1048,21731,0.4086,76.43129771,2.772486772,18.82845188
La Canada Flintridge,20380,63340,0.4937,68.62119725,3.070664457,0
Crescenta Valley,20286,42434,0.4267,62.12658977,2.833635983,0
Ladera,1677,70078,0.4243,91.11508646,3.099815157,0
Ladera Heights,7220,46102,0.4562,11.57894737,2.45078072,0
Ladera Ranch,23825,72157,0.388,81.55299056,3.227445137,0.24265049
Lafayette,24347,57194,0.4647,85.7313016,2.671091607,0.244454504
Laguna Beach,22980,52909,0.5413,90.83550914,2.082653616,0.202908353
Laguna Hills,30551,35463,0.4554,70.20392131,2.916841703,0.468799493
Laguna Niguel,63698,45088,0.4417,78.54720713,2.612608179,0.52281073
Laguna Woods,16267,26580,0.4919,86.57404561,1.430568991,0.380952381
Lagunitas-Forest Knolls,2010,39199,0.3569,77.46268657,2.57362356,1.452784504
La Habra,60898,26626,0.417,60.90183586,3.270744938,0.672345818
La Habra Heights,5371,48951,0.3939,71.64401415,3.048240636,0
La Honda,747,70365,0.2924,91.83400268,2.523648649,0
Lake Almanor Country Club,604,51442,0.4964,100,1.585301837,0
Lake Almanor Peninsula,482,28235,0.3286,80.49792531,2.190909091,0
Lake Almanor West,298,37361,0.4524,100,1.8625,0
Lake Arrowhead,10283,34524,0.3936,84.459788,2.698950131,1.705237515
Lake California,2562,26791,0.3501,88.79781421,2.350458716,6.33640553
Lake City,32,22000,0.256,93.75,1.391304348,0
Lake Davis,38,,,100,1.52,0
Lake Don Pedro,1021,29934,0.3655,85.11263467,2.430952381,1.727447217
Elsinore Valley,54260,25928,0.3733,59.40287505,3.764918124,1.01570144
Lake Forest,78253,40680,0.397,69.07850178,2.913257139,0.257762433
Lakehead,497,13953,0.4735,81.28772636,2.761111111,0
Lake Hughes,444,36250,0.4102,66.66666667,2.466666667,0
Lake Isabella,2709,15121,0.4826,94.57364341,2.027694611,2.212855638
Lakeland Village,11393,22461,0.4486,65.24181515,3.159456461,0.936500685
Lake Los Angeles,12171,21012,0.4332,65.85325774,3.702768482,2.266221374
Lake Mathews,5059,29311,0.432,65.84305199,3.203926536,1.729399797
Lake Nacimiento,2465,36135,0.3901,90.87221095,2.35434575,0.907590759
Lake of the Pines,3248,40631,0.3415,94.61206897,2.238456237,0
Lake of the Woods,511,26471,0.3873,92.95499022,1.844765343,0
Lakeport,4732,20074,0.5062,86.83431953,2.252260828,1.253918495
Lake Riverside,1553,27172,0.3967,84.35286542,3.346982759,6.298003072
Lake San Marcos,4288,30403,0.5276,90.0886194,1.794893261,0
Lake Sherwood,1510,78077,0.4399,87.81456954,2.838345865,1.666666667
Lakeside,20806,29965,0.407,91.05065846,2.959601707,0.617931678
Lakeview,1433,19263,0.2764,81.99581298,3.862533693,11.4638448
Lake Wildwood,5247,35148,0.404,92.56718125,2.188986233,2.317880795
Lakewood,80511,33535,0.3565,54.68321099,3.050005682,0.385534737
La Mesa,57681,29805,0.4431,72.46406962,2.438633577,0.16681172
La Mirada,48754,29683,0.4087,58.73569348,3.430239921,0.191693291
Lamont,16239,16003,0.4079,79.64160355,4.673093525,46.05000767
Lanare,626,12037,0.4234,44.5686901,5.216666667,41.50943396
Lancaster,157368,26779,0.4506,63.16087133,3.278431699,0.920072052
La Palma,15697,37627,0.4134,44.42250111,3.115720524,0.226950355
La Porte,13,,,100,1,
La Presa,35702,27014,0.3902,68.04380707,3.405379626,0.144937084
La Puente,40110,21385,0.3652,59.52630267,4.34796748,1.244765007
La Quinta,38073,30574,0.4746,83.41081606,2.54805247,0.638062374
La Riviera,10752,29731,0.405,71.4936756,2.413468013,0.238616027
Larkfield-Wikiup,8613,34474,0.4154,86.06757227,2.42551394,2.336903603
Larkspur,12025,54571,0.5196,88.67359667,2.064732143,0.487969039
La Selva Beach,2456,39375,0.4602,92.4267101,2.222624434,5.02283105
Las Flores CDP (Orange County),6564,52526,0.4427,80.30164534,3.206643869,0
Las Flores CDP (Tehama County),124,13393,0.4126,62.09677419,2.214285714,21.15384615
Las Lomas,2939,19100,0.3001,75.56992174,4.964527027,22.80955829
Lathrop,18630,23857,0.3474,50.91250671,4.204468517,1.730049875
Laton,1033,18229,0.4735,62.05227493,2.704188482,19.20199501
La Verne,31336,32452,0.4301,75.32231299,2.910915002,0.553623394
La Vina,579,20547,0.2979,100,4.559055118,38.5620915
Lawndale,32950,21348,0.3906,51.81487102,3.428006658,0.305201699
Laytonville,1382,19875,0.4112,65.70188133,2.780684105,2.025316456
Lebec,1183,22847,0.2905,90.70160609,3.25,7.966457023
Lee Vining,287,21993,0.0664,58.53658537,5.41509434,0
Leggett,59,18750,0.3426,94.91525424,1.966666667,0
Le Grand,1821,15395,0.4066,59.08841296,3.701219512,23.78277154
Lemon Cove,195,16447,0.425,93.84615385,2.26744186,0
Lemon Grove,25650,26682,0.4012,57.21247563,3.013392857,0.582453586
Lemon Hill,12840,15338,0.4221,47.81931464,3.169587756,2.097548648
Lemoore,24616,26723,0.4377,70.01949951,3.049554014,6.144437973
Lemoore Station,7001,24812,0.3531,64.17654621,4.356565028,0
Lennox,23002,17456,0.4209,30.54516999,4.247830102,0.94017094
Lenwood,3651,16472,0.3564,61.0791564,3.152849741,2.848344881
Leona Valley,1807,39213,0.4383,89.5960155,2.788580247,11.03896104
Lewiston,1389,20255,0.4911,92.15262779,2.30730897,4.468085106
Lexington Hills,2161,53634,0.4127,85.5622397,2.44180791,0
Likely,54,,,100,1.8,
Lincoln,43467,33535,0.374,83.92803736,2.618493976,0.347567031
Lincoln Village,4059,24551,0.3248,70.48534122,2.611969112,0.816326531
Linda,18442,17436,0.4028,61.47380978,3.194526243,8.211473566
Lindcove,418,14637,0.4563,81.10047847,3.051094891,4.895104895
Linden,2042,48525,0.3867,91.13614104,2.933908046,16.23036649
Lindsay,12377,15721,0.4392,77.11076998,4.075403359,25.58795861
Linnell Camp,507,12973,0.0643,96.05522682,3.335526316,74.48275862
Litchfield,113,29083,0.3015,100,2.26,0
Little Grass Valley,19,,,100,2.111111111,100
Little River,59,50609,0.0741,100,1.204081633,0
Littlerock,1501,16667,0.338,58.16122585,3.981432361,2.722323049
Live Oak,17291,26783,0.4394,82.56896651,2.732027176,0.288817006
Live Oak,8454,17331,0.4336,61.97066477,3.506428868,14.29996674
Livermore ,82442,43082,0.3941,80.54874942,2.815642077,0.367296317
Livingston,13301,18447,0.3532,43.14713179,4.47694379,19.09638554
Lockeford,3320,23574,0.436,93.76506024,2.532418002,9.854851031
Lockwood,258,66563,0.2791,94.96124031,2,0
Lodi,62703,24086,0.4554,76.80653238,2.865636854,6.937903194
Lodoga,146,26500,0.281,89.04109589,1.604395604,44
Loleta,688,20080,0.4787,92.44186047,2.372413793,4.395604396
Loma Linda,23424,30584,0.4969,47.98497268,2.701730104,0.380228137
Loma Mar,115,91000,0.1296,82.60869565,1.85483871,0
Loma Rica,2727,27281,0.3447,94.90282362,2.90106383,0
Lomita,20398,29208,0.4507,62.58456711,2.561919116,0.81795701
Lompico,1110,40833,0.5006,84.77477477,2.256097561,0
Lompoc,42691,23165,0.4324,66.11229533,3.216379116,7.768079801
London,2035,12191,0.433,83.29238329,4.552572707,57.99011532
Lone Pine,2132,20051,0.4199,86.39774859,2.436571429,2.634880803
Long Barn,288,23058,0.3328,100,2.086956522,0
Long Beach,465424,25497,0.4756,52.77531885,2.840323929,0.481786684
Lookout,0,,,,,
Loomis town,6538,32257,0.4266,91.66411747,2.910952805,0
Los Alamitos,11527,40807,0.4343,68.50871866,2.860297767,0.802238806
Los Alamos,1425,28616,0.4915,68.07017544,2.766990291,12.85714286
Los Altos,29389,73410,0.4889,69.24699718,2.665427172,0
Los Altos Hills town,8126,81250,0.5179,66.79793256,2.796283551,0
Los Angeles,3827261,22717,0.5257,52.4148732,2.897333,0.462933171
Los Banos,36219,19803,0.4369,79.05795301,3.567671395,6.673926571
Los Berros,871,23542,0.3131,94.71871412,3.155797101,0
Los Gatos town,29809,61410,0.4719,82.97494045,2.399114688,0.325921634
Los Molinos,2217,17109,0.4307,90.43752819,2.642431466,6.926406926
Los Olivos,924,40568,0.5134,97.61904762,2.393782383,10.3950104
Los Osos,14177,30280,0.4267,84.05163293,2.258563008,1.277398752
Los Ranchos,1478,38672,0.4518,95.53450609,2.16398243,1.834862385
Lost Hills,1976,17591,0.3018,93.01619433,4.891089109,73.58738502
Lower Lake,1451,16179,0.4288,68.50447967,2.359349594,10.68548387
Loyalton,840,23841,0.3529,93.45238095,2.745098039,2.662721893
Loyola,3484,97188,0.4558,73.56486797,2.960067969,0
Lucas Valley-Marinwood,6326,60449,0.3906,83.67056592,2.683920238,0
Lucerne,3117,13383,0.4609,68.91241578,2.546568627,5.914718019
Lucerne Valley,6144,20220,0.4649,78.125,2.972423803,4.746835443
Lynwood,70257,17341,0.4083,36.41914685,4.589261219,0.572308178
Lytle Creek,986,18769,0.3282,84.88843813,2.93452381,0
Mabie,0,,,,,
McArthur,274,16657,0.4372,100,1.630952381,35.48387097
McClellan Park,836,14722,0.3939,62.08133971,5.225,2.127659574
McClenney Tract,6,,0,100,1.5,0
McCloud,1174,19107,0.404,89.09710392,2.130671506,10.24096386
Macdoel,206,17853,0.2959,59.22330097,4.790697674,49.68152866
McFarland,12582,13335,0.3577,83.60356064,4.764104506,56.28359355
McGee Creek,162,41042,0.2829,100,1.653061224,0
McKinleyville,16922,24513,0.4315,85.35043139,2.585485103,5.308447461
McKittrick,84,24375,0.3404,92.85714286,2.8,36.36363636
McSwain,4447,41631,0.3519,70.33955476,3.313710879,3.495762712
Madera,61899,18698,0.4092,81.02231054,3.824703411,29.64642684
Madera Acres,9974,25164,0.3465,82.5145378,4.123191401,10.23051023
Madison,444,20928,0.3977,46.17117117,3.363636364,4.255319149
Mad River,384,15438,0.3796,80.72916667,2.064516129,6.428571429
Magalia,11513,19590,0.3839,92.5649266,2.356806551,1.030017657
Malaga,795,13777,0.4142,50.6918239,3.935643564,35.37906137
Malibu,12751,53297,0.5907,85.57760176,2.505108055,0.490367776
Mammoth,8180,24654,0.3404,84.35207824,3.043154762,2.86348054
Manchester,162,14688,0.3228,86.41975309,2.16,21.83908046
Manhattan Beach,35324,67668,0.4906,82.753935,2.512375533,0.139703828
Manila,795,30072,0.3379,89.55974843,1.943765281,1.425178147
Manteca,69168,26984,0.3797,71.98270877,3.101843132,2.109415195
Manton,344,15962,0.5216,90.40697674,2.356164384,15.90909091
March ARB,1049,33854,0.4032,81.60152526,2.040856031,15.09433962
Maricopa,1264,19125,0.4427,81.64556962,2.974117647,24.07862408
Marina Coast,19966,25244,0.4471,52.43914655,2.83527407,1.347510264
Marina del Rey,8866,63953,0.4119,77.83667945,1.635491607,0.72592068
