City Name,Total Population,Median Income,Gini Index,White Proportion (in %),Household Size,Agriculture Employement (in %)
Shaver Lake,727,37337,0.3752,97.93672627,2.524305556,3.358208955
Shell Ridge,1238,82529,0.5067,80.21001616,3.275132275,0
Shelter Cove,589,20551,0.6831,83.87096774,2.309803922,0
Sheridan,982,19605,0.3546,85.43788187,2.862973761,4.022988506
Shingle Springs,4846,30750,0.4274,90.77589765,2.931639443,0.550381033
Shingletown,2232,22031,0.3498,79.16666667,2.289230769,5.99078341
Shoshone,36,39750,0.0694,100,1.8,0
Sierra Brooks,312,18562,0.4735,88.78205128,2.197183099,0
Sierra City,321,38355,0.4598,98.4423676,2.588709677,9.42408377
Sierra Madre,10983,47987,0.4486,76.53646545,2.413846154,0.127087872
Sierra Village,544,21007,0.3527,96.69117647,2.211382114,0
Sierraville,105,11724,0.3432,11.42857143,3.620689655,70.73170732
Signal Hill,11094,35594,0.4373,49.03551469,2.799394398,0.897929265
Silverado Resort,1227,44360,0.4261,91.2795436,2.055276382,1.560062403
Silver City,0,,,,,
Silver Lakes,5552,29230,0.3349,86.40129683,2.725576829,1.565464896
Simi Valley,124803,36617,0.3958,76.55825581,2.984718037,0.606851447
Sisquoc,269,22404,0.3495,63.19702602,3.448717949,5.797101449
Sky Valley,2209,21071,0.494,78.22544138,2.411572052,0.618811881
Sleepy Hollow,2660,62222,0.4464,86.69172932,2.739443872,0
Smartsville,287,26188,0.3519,98.25783972,2.898989899,0
Smith Corner,418,15500,0.4278,88.51674641,4.354166667,66.36363636
Smith River,878,21934,0.4316,91.0022779,2.796178344,11.34328358
Snelling,106,20357,0.4981,91.50943396,1.709677419,8.333333333
Soda Bay,1336,20300,0.4724,97.08083832,2.594174757,0
Soda Springs,135,24213,0.1355,100,1.776315789,0
Solana Beach,13021,46065,0.4946,84.42515936,2.332258642,0.40257649
Soledad,26039,18492,0.3997,70.23311187,6.897748344,32.34970962
Solvang,5298,31564,0.4428,87.5613439,2.140606061,2.341824158
Sonoma,10710,39668,0.4721,90.86834734,2.115346632,2.062929777
Sonora,4862,19974,0.5199,86.05512135,2.15801154,2.914572864
Soquel Creek,10218,37033,0.4306,86.8565277,2.549401198,1.252408478
Soulsbyville,1947,32409,0.3311,96.7642527,2.509020619,1.572739187
South Dos Palos,2292,10773,0.378,81.45724258,4.593186373,16.14583333
South El Monte,20260,18629,0.376,71.33267522,4.287830688,0.720028801
South Gate,95000,18848,0.3984,47.51684211,4.022696477,0.356149427
South Tahoe,21448,22649,0.4385,73.0464379,2.485859991,1.561317184
South Monrovia Island,5960,21785,0.3946,47.03020134,3.947019868,1.317318869
South Oroville,5806,13104,0.344,66.55184292,3.56196319,6.218905473
South Pasadena,25747,50755,0.4456,55.73853264,2.518783017,0.220945647
South San Francisco,64630,34203,0.3992,40.53999691,3.074837052,0.370576246
South San Gabriel,8053,21822,0.4148,26.62361853,3.795004713,1.132884262
South San Jose Hills,19778,18388,0.343,68.60653251,4.927254609,1.840961391
South Taft,2381,20946,0.2653,84.33431331,4.084048027,42.02898551
South Whittier,59166,24448,0.3664,61.19899943,3.85596976,0.268190299
Spaulding,158,31750,0.2357,92.40506329,2.135135135,0
Spreckels,878,48125,0.3141,87.35763098,3.158273381,14.70588235
Spring Garden,0,,,,,
Spring Valley CDP (Lake County),1203,14375,0.3845,98.58686617,2.771889401,0
Spring Valley CDP (San Diego County),29265,28593,0.4131,73.47684948,3.093878846,0.265310635
Spring Valley Lake,8195,28386,0.4375,83.95363026,2.900884956,0
Springville,824,20861,0.4114,84.46601942,1.814977974,3.643724696
Squaw Valley,2234,26750,0.3798,92.16651746,2.381663113,15.70351759
Squirrel Mountain Valley,566,39881,0.3851,100,2.504424779,0
Stallion Springs,3544,29342,0.4105,97.43227991,2.566256336,0
Stanford,13495,9345,0.599,58.29566506,4.517910947,0
Stanton,38305,21944,0.4109,46.35165122,3.283754822,1.304548603
Stevenson Ranch,18335,53823,0.418,67.472048,3.111318513,0
Stevinson,85,35417,0.2807,100,2.5,15.2173913
Stinson Beach,516,49310,0.2823,96.70542636,1.856115108,0
Stirling City,179,37197,0.3459,100,2.452054795,0
Stockton,294406,20819,0.4577,44.63258222,3.257712566,3.857868943
Stonyford,243,27500,0.3821,90.12345679,2.761363636,7.272727273
Storrie,0,,,,,
Stratford,1317,16875,0.3947,80.71374336,3.850877193,30.48780488
Strathmore,3633,12334,0.4323,89.95320672,4.25908558,53.35740072
North Marin,5879,43750,0.5548,75.13182514,2.312745869,0.246652572
Strawberry CDP (Tuolumne County),142,15541,0.2504,100,2.581818182,43.52941176
Sugarloaf Mountain Park,0,,,,,
Sugarloaf Saw Mill,0,,,,,
Sugarloaf Village,11,17917,0.3435,100,1.571428571,0
Suisun City,28350,29410,0.3851,32.24338624,3.246678882,0.699626866
Sultana,673,12653,0.409,75.33432392,3.867816092,51.53846154
Summerland,1255,51302,0.4116,71.79282869,1.979495268,1.790633609
Sunnyside,3985,30667,0.456,66.32371393,2.856630824,2.375296912
Tahoe City,1712,35174,0.3381,92.93224299,2.473988439,1.776384535
Sunny Slopes,143,50347,0.0561,100,2.014084507,0
Sunnyvale,143315,49920,0.4113,45.66374769,2.65319535,0.123910619
Sunol,839,41875,0.4984,81.16805721,2.589506173,7.956989247
Sun Village,11586,20940,0.3516,38.34800621,3.884009387,0.874848117
Susanville,17001,17372,0.4266,66.06081995,3.968487395,2.233375157
Sutter,2857,30631,0.4424,87.78438922,2.592558984,5.863956216
Sutter Creek,2540,23686,0.423,91.61417323,2.073469388,0.3003003
Swall Meadows,240,43889,0.2981,100,2.068965517,10.88435374
Taft,9192,17181,0.4908,83.44212359,3.852472758,27.38853503
Taft Heights,2183,21619,0.4054,94.04489235,2.81314433,28.68949233
Taft Mosswood,1350,12171,0.4144,37.25925926,4.231974922,0
Tahoe Vista,1500,37697,0.4015,93.13333333,2.555366269,0
Tahoma,915,29896,0.5117,90.6010929,2.220873786,0
Talmage,1351,15714,0.3593,56.92079941,4.020833333,3.8585209
Tamalpais-Homestead Valley,10394,58954,0.4399,85.75139504,2.508810041,0.610997963
Tara Hills,4674,28398,0.5285,60.80445015,2.892326733,0
Tarpey Village,3153,24144,0.3147,78.71868062,2.887362637,1.510067114
Taylorsville,169,51792,0.3169,100,1.536363636,44.75524476
Tecopa,108,12240,0.3629,100,1.6875,20.83333333
Tehachapi,14014,20805,0.4104,85.69287855,4.240242057,1.450862305
Tehama,390,19766,0.367,83.84615385,2.635135135,7.920792079
Temecula,102605,32009,0.3813,71.45460748,3.271008671,1.29944277
Temelec,1548,25020,0.6652,95.15503876,1.59752322,0
Temescal Valley,23397,40084,0.3935,76.99277685,3.182832268,0.225776105
Temple City,35772,29109,0.428,29.24354244,3.150607715,0.273905898
Templeton,7525,29758,0.4325,88.10631229,2.655257586,1.427771557
Tennant,130,15375,0.2645,63.84615385,2.063492063,0
Terminous,409,30694,0.3745,92.66503667,1.938388626,0
Terra Bella,2976,10732,0.4741,73.62231183,4.116182573,63.05220884
Teviston,1645,16007,0.3823,79.75683891,4.272727273,38.70192308
Thermal,3653,11442,0.4344,26.41664385,3.983642312,29.07801418
Thermalito,6676,14541,0.374,70.8657879,3.030413073,2.314571278
Thornton,803,19904,0.4054,73.72353674,3.041666667,20.84942085
Thousand Oaks,127356,39097,0.4386,78.33396149,2.804889329,0.376190864
Thousand Palms,7453,23325,0.3826,63.27653294,2.6935309,0
Three Rivers,2142,22693,0.4731,92.01680672,2.01505174,0.777777778
Three Rocks,131,13346,0.1172,100,5.458333333,28.30188679
Tiburon town,9042,66778,0.5512,91.92656492,2.378847672,0.408997955
Timber Cove,126,30893,0.5055,97.61904762,1.852941176,3.278688525
Tipton,2192,18523,0.2831,88.77737226,4.143667297,44.82758621
Tobin,11,,,100,1,
Tomales,128,31250,0.389,100,1.438202247,0
Tonyville,219,7188,0.5864,61.18721461,5.214285714,73.21428571
Tooleville,276,9638,0.2246,96.37681159,2.875,56.17283951
Topanga,9131,53736,0.4498,89.84777133,2.70708568,0.22655188
Topaz,70,,,100,1.842105263,0
Toro Canyon,1596,47411,0.5215,94.04761905,2.326530612,5.28
Torrance,146187,38548,0.4144,50.8020549,2.620590133,0.202981732
Tracy,83452,31890,0.3841,57.79010689,3.415963979,1.38216055
Tranquillity,784,16607,0.4255,84.56632653,3.563636364,59.50920245
Traver,959,14113,0.4474,78.7278415,4.610576923,49.88123515
Tres Pinos,422,26154,0.3948,94.31279621,2.74025974,16.26794258
Trinidad,219,26250,0.3962,90.4109589,1.542253521,2.127659574
Trinity Center,286,20486,0.4433,99.3006993,2.118518519,0
Trinity Village,217,21250,0.4416,99.07834101,1.9375,31.70731707
Trona,0,,,,,
Trowbridge,120,28482,0.3902,100,1.875,16.66666667
Truckee-Donner,16132,29249,0.4589,92.44978924,2.560228535,1.138174368
Tulare,59949,21660,0.4338,80.3649769,3.324220916,10.65535125
Tulelake,1035,13602,0.4222,84.73429952,2.536764706,29.9719888
Tuolumne Utilities,1867,18848,0.4652,87.30583824,2.296432964,5.069124424
Tupman,148,16250,0.3675,100,3.894736842,37.14285714
Turlock,69185,22970,0.4354,80.0332442,2.970078132,5.531691985
Tustin,76497,31988,0.431,52.14975751,3.063310908,0.400697317
Tuttle,18,,,100,2,
Tuttletown,1263,41667,0.4337,96.99129058,2.937209302,3.79403794
Twain,21,,,100,1.909090909,0
Twain Harte,1894,27185,0.4485,93.08342133,2.128089888,2.431118314
Twentynine Palms,25462,24312,0.4149,73.78446312,3.219370338,0.444748546
Twin Lakes,5189,25026,0.4399,84.5056851,2.236637931,0
Ukiah,15946,20284,0.4832,76.29499561,2.682705249,3.171007928
Union City,70687,33059,0.4034,21.90360321,3.458098919,0.15125847
University of California Davis,6811,4509,0.47,42.54881809,7.411316649,0
University of California Merced,0,,,,,
Upland,74487,28798,0.4323,60.83477654,2.854126753,0.774941584
Upper Lake,613,15305,0.4855,67.21044046,2.385214008,5.031446541
Vacaville,93137,33950,0.3962,65.81380117,3.028944031,0.725051523
Valinda,22694,22554,0.3467,58.89221821,4.69369183,1.103965702
Vallecito,714,21500,0.411,100,3.025423729,18.27411168
Vallejo,117079,27325,0.4324,40.99197977,2.875432866,1.00536193
Valle Vista,15131,20150,0.4746,79.7435728,2.830869972,0.115384615
Valley Acres,742,25500,0.4752,97.30458221,3.297777778,22.72727273
Valley Center,10712,32115,0.3629,82.94436146,3.441053646,1.929325751
Valley Ford,99,31458,0.2192,67.67676768,1,0
Valley Home,307,26359,0.3313,94.13680782,3.132653061,0
Valley Ranch,62,48750,0.3454,100,2.137931034,21.875
Valley Springs,3791,24758,0.3743,92.42943814,2.856819895,4.112038141
Valley Wells,0,,,,,
Val Verde,2416,20827,0.4214,73.01324503,3.928455285,2.886405959
Vandenberg AFB,3693,31842,0.3149,66.07094503,3.879201681,0
Vandenberg Village,6711,39576,0.3465,82.20831471,2.513483146,1.533523538
Verdi,92,16250,0.4462,100,1.4375,0
Vernon,60,18194,0.5312,23.33333333,2.857142857,2.941176471
Victor,323,11875,0.5094,18.88544892,3.23,0
Victorville,117551,22154,0.417,60.00374306,3.737591809,1.050282263
View Park-Windsor Hills,10934,43712,0.4674,10.43533931,2.376439904,0
Villa Park,5872,50854,0.4126,76.19209809,3.075955998,0
Vina,128,12857,0.3058,92.96875,2.509803922,0
Vincent,16446,25920,0.3228,48.30353885,4.25951826,1.530678428
Vine Hill,4128,27234,0.348,71.56007752,3.347931873,1.46627566
Vineyard,25480,30944,0.3776,46.90345369,3.36369637,0
Visalia,125502,24547,0.4419,80.26884034,3.056104807,5.140436575
Vista,95066,25971,0.4296,81.93255212,3.115079625,3.351216659
Vista Santa Rosa,2644,16079,0.4183,39.97730711,3.713483146,11.18760757
Volcano,170,45000,0.0374,100,2,0
Volta,181,11536,0.1968,97.23756906,2.967213115,0
Walker,782,34077,0.3632,84.91048593,2.005128205,0
Wallace,463,35369,0.3949,89.8488121,2.338383838,7.90513834
Walnut,29584,35326,0.4016,23.01581936,3.488267893,0.097499826
Walnut Creek,65122,43569,0.4573,79.99600749,2.181495377,0.347963103
Walnut Grove,1369,31574,0.4771,65.66837107,2.950431034,16.57458564
Walnut Park,16198,17364,0.4019,75.03395481,4.520792632,0.509878904
Warm Springs,2884,21218,0.2864,61.51178918,4.403053435,0
Warner Valley,5,,,100,1,
Wasco,25686,15221,0.4034,78.10869734,5.090368609,38.44657288
Washington,36,,0.0246,100,1,
Waterford,8504,21831,0.3681,74.89416745,3.59577167,11.36295854
Waterloo,266,34091,0.3818,98.12030075,2.180327869,29.62962963
Watsonville,51544,18435,0.4286,68.18446376,3.736968027,22.62229496
Waukena,175,22727,0.3274,99.42857143,2.692307692,49.01960784
Wawona,152,22167,0.454,90.13157895,2.980392157,12.76595745
Weaverville,3259,26235,0.4185,84.90334458,2.226092896,0
Weed,2971,13770,0.4082,82.90138001,2.686256781,5.092966855
Weedpatch,2391,12234,0.4029,80.55207026,4.087179487,56.83453237
Weldon,2736,16295,0.4247,86.76900585,2.112741313,2.516778523
Weott,133,,0.2098,100,2.891304348,0
West Athens,8506,18729,0.4655,26.83987773,3.321358844,0
West Bishop,2867,32101,0.3053,88.80362749,2.503930131,2.256138023
West Carson,20581,29332,0.4124,39.07973374,2.882896764,0.16293279
West Covina,106731,26731,0.3988,36.98082094,3.42152337,0.809869498
West Goshen,536,10395,0.4422,90.1119403,3.856115108,25
Westhaven-Moonstone,1006,26193,0.4019,89.76143141,2.007984032,3.619909502
West Hollywood,34709,36684,0.5335,81.51776196,1.579117379,0.392327812
Westlake,8320,48942,0.4715,88.38942308,2.510561255,0.446428571
Westley,1105,9821,0.4205,97.91855204,5.022727273,50
West Menlo Park,3576,74911,0.4731,81.15212528,2.844868735,0.710479574
Westminster,90625,21469,0.4498,37.76993103,3.342122732,0.433477826
West Modesto,5951,15942,0.4839,68.20702403,3.624238733,4.600484262
Westmont,31474,17082,0.4761,19.49545657,3.173422061,0.151178301
Westmorland,1606,13834,0.4449,91.84308842,3.053231939,21.35306554
West Park,773,14542,0.3732,57.69728331,3.220833333,15.21035599
West Point,651,15819,0.373,85.25345622,2.106796117,0
West Puente Valley,24045,22307,0.3283,53.92805157,4.649970992,0.859193369
Yucaipa Valley,21511,20724,0.4111,21.41694947,3.559066843,2.050433011
West Sacramento,49061,26028,0.4353,63.40474104,2.813937482,1.507092199
West Whittier-Los Nietos,25242,22491,0.3954,54.89263925,3.842009132,0.751053306
Westwood,1582,19663,0.5093,91.78255373,2.114973262,8.631921824
Wheatland,3482,27859,0.3879,68.29408386,2.938396624,4.847129008
Whitehawk,31,44583,0.08,100,1.347826087,0
Whitewater,421,16250,0.3569,45.13064133,2.751633987,0
Whitley Gardens,178,50433,0.3537,92.13483146,1.977777778,21.31147541
Whittier,85832,30078,0.4348,57.49370864,3.155124246,0.373865053
Wildomar,32744,25650,0.3979,69.15465429,3.291185044,0.694799971
Wilkerson,554,37411,0.3892,97.83393502,2.367521368,0
Williams,5133,21430,0.3178,76.48548607,3.824888227,32.15613383
Willits,4862,20970,0.4045,87.9267791,2.249884313,2.539530426
Willowbrook,20250,16589,0.4157,42.52839506,4.226675016,1.113013699
Willow Creek,1413,16925,0.4044,84.92569002,1.935616438,0
Willows,6138,21143,0.4838,75.87161942,2.657142857,13.6196319
Wilsonia,0,,,,,
Wilton,4137,35576,0.3993,75.44114092,2.628335451,0.752823087
Winchester,2471,25540,0.4953,81.50546338,3.247043364,1.845342707
Windsor town,26863,34701,0.3796,79.28005063,2.947766926,2.220472441
Winter Gardens,20352,27173,0.3975,89.62264151,2.890498509,0.414496758
Winterhaven,280,11313,0.5817,16.42857143,2.61682243,0
Winters,6772,28539,0.4106,73.64146486,2.824020017,4.022815971
Winton,11301,19327,0.3722,56.91531723,3.913088643,15.33198175
Wofford Heights,1835,17957,0.4509,98.80108992,2.059483726,3.464203233
Woodacre,1669,43191,0.46,93.10964649,2.595645412,0
Woodbridge,3860,31236,0.4682,89.87046632,2.581939799,3.619381203
Woodcrest,16559,30939,0.3649,83.81544779,3.767690557,1.067856177
Woodlake,7370,15598,0.4092,77.69335142,3.907741251,17.17431193
Woodland,55888,26798,0.4164,71.95641283,2.873862292,7.855044074
Woodlands,510,53892,0.3217,82.35294118,1.939163498,0
Woodside town,5354,68723,0.5586,89.87672768,2.88781014,2.947744529
Woodville,1854,13177,0.4743,86.56957929,4.271889401,69.44083225
Wrightwood,4282,36101,0.384,96.33348902,2.441277081,0
Yankee Hill,266,20000,0.4977,87.96992481,1.785234899,6.849315068
Yettem,289,13250,0.0743,99.65397924,4.661290323,34.83146067
Yolo,314,31250,0.4045,54.77707006,2.415384615,8.333333333
Yorba Linda,65425,48245,0.419,76.02139855,2.990173675,0.699543091
Yosemite Lakes,4549,27179,0.4826,95.31765223,2.694905213,0.577663671
Yosemite Valley,840,25293,0.3927,90.23809524,6.829268293,0
Yountville,2968,32098,0.527,89.11725067,2.393548387,0.891265597
Yreka,7702,18305,0.5259,79.27810958,2.385997522,2.991452991
Yuba City,64911,22499,0.4582,62.79983362,3.001942376,6.759669266
Yucaipa,51839,26623,0.4306,81.01622331,2.936554693,0.661110852
Yucca Valley town,20864,20454,0.4127,81.24520706,2.663942799,0.160771704
Zayante,792,34007,0.3285,93.18181818,2.693877551,2.255639098
