"","Supplier.Name","Total.Population","Median.Income","Gini.Index","White.Proportion..in...","Household.Size","Agriculture.Employement..in...","liters.2014.2015","liters.2014.2015.capita","Month","Year","Total.Population.Served"
"1190","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1060151786","11388.33814","May","15","93091"
"1191","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1084525359","11650.16338","Apr","15","93091"
"1192","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1043882178","11213.56714","Mar","15","93091"
"1193","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"863732357.1","9278.365869","Feb","15","93091"
"1194","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"890128838.9","9561.921549","Jan","15","93091"
"1195","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"802169347.4","8648.166667","Dec","14","92756"
"1196","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1063186147","11462.18193","Nov","14","92756"
"1197","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1289912191","13906.50945","Oct","14","92756"
"1198","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1367559786","14743.62613","Sep","14","92756"
"1199","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1422252309","15333.26479","Aug","14","92756"
"1200","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1527085814","16463.47205","Jul","14","92756"
"1201","Santa Barbara",89062,30516,0.4879,73.45220184,2.585704332,1.633660207,"1466682275","15812.26309","Jun","14","92756"
"1202","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1203","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1204","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1205","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1206","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1207","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1208","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1209","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1210","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1211","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1212","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1213","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1214","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1215","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1216","Tuolumne City",1867,18848,0.4652,87.30583824,2.296432964,5.069124424,"Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City","Tuolumne City"
"1217","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3868388864","22317.67098","Aug","15","173333"
"1218","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3868782801","22328.96118","Jul","15","173263"
"1219","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3404542298","19656.82422","Jun","15","173199"
"1220","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3350203636","19392.24147","May","15","172760"
"1221","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"2870221159","17557.12452","Apr","15","163479"
"1222","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"2780153862","17009.30481","Mar","15","163449"
"1223","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"1802451664","11042.67497","Feb","15","163226"
"1224","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"2013991619","12380.00516","Jan","15","162681"
"1225","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"1930569008","11873.11813","Dec","14","162600"
"1226","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"2459560037","15154.31228","Nov","14","162301"
"1227","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3759648441","23218.7425","Oct","14","161923"
"1228","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"4132444298","24212.78416","Sep","14","170672"
"1229","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"4819782331","28253.76977","Aug","14","170589"
"1230","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"5263420544","30850.41729","Jul","14","170611"
"1231","Sacramento",471477,25518,0.4603,50.33182955,2.658784851,0.628504742,"3404542298","19656.82422","Jun","14","173199"
"1232","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1233","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1234","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1235","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1236","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1237","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1238","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1239","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1240","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1241","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1242","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1243","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1244","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1245","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1246","San Buenaventura (Ventura)",107551,31426,0.4216,78.28193136,2.615603492,2.154972119,"San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)","San Buenaventura (Ventura)"
"1247","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"757488995.8","17132.72105","Aug","15","44213"
"1248","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"750694676.2","16954.12341","Jul","15","44278"
"1249","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"669728809.3","15133.40434","Jun","15","44255"
"1250","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"601473240.9","13592.30844","May","15","44251"
"1251","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"532270876.6","12041.78265","Apr","15","44202"
"1252","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"466990585.7","10589.59581","Mar","15","44099"
"1253","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"330824693.8","7504.416427","Feb","15","44084"
"1254","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"345732984.6","7841.350493","Jan","15","44091"
"1255","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"353213145.2","8005.374761","Dec","14","44122"
"1256","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"494781222.1","11219.78326","Nov","14","44099"
"1257","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"714841868.2","16190.47536","Oct","14","44152"
"1258","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"858656511.7","19434.09256","Sep","14","44183"
"1259","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"962555111.8","21804.39714","Aug","14","44145"
"1260","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"1061352282","23989.1572","Jul","14","44243"
"1261","Elk Grove",155350,35631,0.3825,45.31252012,3.259751978,0.536615705,"993825897.5","22330.15543","Jun","14","44506"
"1262","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1263","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1264","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1265","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1266","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1267","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1268","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1269","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1270","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1271","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1272","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1273","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1274","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1275","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1276","Castaic",18415,44000,0.3564,72.03366821,3.21884286,0.285623612,"Castaic","Castaic","Castaic","Castaic","Castaic"
"1277","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1574414459","9963.387285","Aug","15","158020"
"1278","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1547894629","9784.416112","Jul","15","158200"
"1279","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1491154528","9466.325515","Jun","15","157522"
"1280","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1455013550","9309.52474","May","15","156293"
"1281","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1493621489","9618.086383","Apr","15","155293"
"1282","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1539013570","9985.489502","Mar","15","154125"
"1283","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1335859338","8681.627183","Feb","15","153872"
"1284","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1438238216","8952.284484","Jan","15","160656"
"1285","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1377797673","8622.336718","Dec","14","159794"
"1286","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1488810915","9325.526091","Nov","14","159649"
"1287","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1721938722","10810.69758","Oct","14","159281"
"1288","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1705903476","10729.2226","Sep","14","158996"
"1289","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1791013627","11928.32157","Aug","14","150148"
"1290","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1844053287","12281.57077","Jul","14","150148"
"1291","East Los Angeles",127897,16917,0.4104,56.40241757,4.063059915,1.205746537,"1756476175","11698.29884","Jun","14","150148"
"1292","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"244309465","23109.10566","Aug","15","10572"
"1293","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"248979585.3","23550.84991","Jul","15","10572"
"1294","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"246022667.1","23807.10926","Jun","15","10334"
"1295","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"223221234.7","21600.66138","May","15","10334"
"1296","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"188898142.1","17867.77735","Apr","15","10572"
"1297","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"166571779","16118.80966","Mar","15","10334"
"1298","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"114405008.9","11070.73823","Feb","15","10334"
"1299","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"126743182.5","12264.678","Jan","15","10334"
"1300","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"122582257","11862.03377","Dec","14","10334"
"1301","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"148926078.5","14411.27138","Nov","14","10334"
"1302","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"226888542.3","21955.53922","Oct","14","10334"
"1303","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"272603292.6","25947.39126","Sep","14","10506"
"1304","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"324755405.6","30911.42257","Aug","14","10506"
"1305","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"353900432.3","33685.55419","Jul","14","10506"
"1306","Exeter",10381,20416,0.4718,87.36152586,3.140048397,11.17448794,"339707769.9","32872.82465","Jun","14","10334"
"1307","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1308","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1309","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1310","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1311","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1312","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1313","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1314","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1315","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1316","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1317","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1318","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1319","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1320","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1321","Rio Vista",7451,27654,0.4241,75.39927527,2.062846069,4.777594728,"Rio Vista","Rio Vista","Rio Vista","Rio Vista","Rio Vista"
"1322","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3549956763","25555.98819","Aug","15","138909"
"1323","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3531331208","25470.49427","Jul","15","138644"
"1324","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3477674808","25133.15609","Jun","15","138370"
"1325","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3004758400","21760.68133","May","15","138082"
"1326","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"2415524784","17514.97175","Apr","15","137912"
"1327","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"2203489493","16010.7065","Mar","15","137626"
"1328","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"1476476110","10750.7526","Feb","15","137337"
"1329","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"1623260285","11836.51951","Jan","15","137140"
"1330","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"1702203034","12426.10949","Dec","14","136986"
"1331","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"2194361738","16031.86658","Nov","14","136875"
"1332","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3266256257","23907.24962","Oct","14","136622"
"1333","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"3855859917","28251.36952","Sep","14","136484"
"1334","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"4238238860","31620.86098","Aug","14","134033"
"1335","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"4462732303","33295.77271","Jul","14","134033"
"1336","Visalia",125502,24547,0.4419,80.26884034,3.056104807,5.140436575,"4224670574","31519.63005","Jun","14","134033"
"1337","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"546678539.7","21795.65185","Aug","15","25082"
"1338","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"557163123.6","22608.46955","Jul","15","24644"
"1339","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"557163123.6","22608.46955","Jul","15","24644"
"1340","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"546185147.6","22178.30623","Jun","15","24627"
"1341","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"463048564.6","18815.46382","May","15","24610"
"1342","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"440229176.1","17898.40527","Apr","15","24596"
"1343","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"391260001.8","15907.4647","Mar","15","24596"
"1344","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"262731337.9","10687.52137","Feb","15","24583"
"1345","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"286167466.7","11653.66781","Jan","15","24556"
"1346","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"286167466.7","11639.44792","Dec","14","24586"
"1347","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"352775411.5","14346.29571","Nov","14","24590"
"1348","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"541497921.8","21996.90953","Oct","14","24617"
"1349","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"638942878.1","25934.28088","Sep","14","24637"
"1350","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"730220432.1","29779.39041","Aug","14","24521"
"1351","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"811630142.5","33099.39001","Jul","14","24521"
"1352","Selma",23538,16927,0.4156,56.90797859,3.639146568,19.87570985,"780793131","31841.8144","Jun","14","24521"
"1353","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2409604078","23487.48017","Aug","15","102591"
"1354","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2460793517","24067.61717","Jul","15","102245"
"1355","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2254925628","22180.61447","Jun","15","101662"
"1356","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2254925628","22180.61447","May","15","101662"
"1357","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1920035684","18926.49052","Apr","15","101447"
"1358","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1939524675","19135.38818","Mar","15","101358"
"1359","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1248282225","12323.60132","Feb","15","101292"
"1360","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1254449628","12395.25738","Jan","15","101204"
"1361","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1227313057","12162.33173","Dec","14","100911"
"1362","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"1494978317","14812.61833","Nov","14","100926"
"1363","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2380617287","23586.5818","Oct","14","100931"
"1364","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"2992423595","29662.61172","Sep","14","100882"
"1365","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"3409339991","34545.60183","Aug","14","98691"
"1366","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"3804053738","38545.09264","Jul","14","98691"
"1367","Chico",86833,21151,0.4595,82.87747746,2.56978396,2.123509222,"3693040496","37420.23585","Jun","14","98691"
"1368","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1369","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1370","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1371","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1372","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1373","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1374","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1375","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1376","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1377","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1378","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1379","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1380","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1381","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1382","Soquel",10218,37033,0.4306,86.8565277,2.549401198,1.252408478,"Soquel","Soquel","Soquel","Soquel","Soquel"
"1383","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1384","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1385","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1386","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1387","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1388","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
"1389","Bear Creek",138,13750,0.4191,61.5942029,2.936170213,0,"Bear Creek","Bear Creek","Bear Creek","Bear Creek","Bear Creek"
