"","Supplier.Name","Total.Population","Median.Income","Gini.Index","White.Proportion..in...","Household.Size","Agriculture.Employement..in...","liters.2014.2015","liters.2014.2015.capita","Month","Year","Total.Population.Served"
"1806","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2686767137","15751.05165","Jun","15","170577"
"1807","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2478308940","14537.15628","May","15","170481"
"1808","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2161674506","12700.11871","Apr","15","170209"
"1809","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2141815470","12579.89669","Mar","15","170257"
"1810","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"1678766906","9869.41002","Feb","15","170098"
"1811","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"1934097361","11386.68849","Jan","15","169856"
"1812","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"1895859467","11134.95358","Dec","14","170262"
"1813","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2131454234","12525.66146","Nov","14","170167"
"1814","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"2650749508","15611.74559","Oct","14","169792"
"1815","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"3047930216","17880.93311","Sep","14","170457"
"1816","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"3409339991","20193.20518","Aug","14","168836"
"1817","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"3646168239","21595.91698","Jul","14","168836"
"1818","Stockton",294406,20819,0.4577,44.63258222,3.257712566,3.857868943,"3525287154","20879.9495","Jun","14","168836"
"1819","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"142960385.3","20050.54492","Aug","15","7130"
"1820","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"153198273.1","21486.43381","Jul","15","7130"
"1821","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"141973600.9","19856.44768","Jun","15","7150"
"1822","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"118537472.2","16583.30612","May","15","7148"
"1823","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"101392093.8","14184.68016","Apr","15","7148"
"1824","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"98801784.82","13957.02568","Mar","15","7079"
"1825","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"62907503.44","8906.626567","Feb","15","7063"
"1826","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"69074905.74","9786.753435","Jan","15","7058"
"1827","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"70308386.2","9938.985892","Dec","14","7074"
"1828","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"90044073.56","12734.27713","Nov","14","7071"
"1829","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"135682850.6","19223.97996","Oct","14","7058"
"1830","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"150484616.1","21236.89191","Sep","14","7086"
"1831","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"182555108","25975.39955","Aug","14","7028"
"1832","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"226960404.6","32293.73998","Jul","14","7028"
"1833","Willows",6138,21143,0.4838,75.87161942,2.657142857,13.6196319,"218326041.4","31065.17379","Jun","14","7028"
"1834","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1835","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1836","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1837","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1838","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1839","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1840","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1841","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1842","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1843","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1844","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1845","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1846","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1847","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1848","Westlake Village",8320,48942,0.4715,88.38942308,2.510561255,0.446428571,"Westlake Village","Westlake Village","Westlake Village","Westlake Village","Westlake Village"
"1849","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"192266568.8","6597.349921","Aug","15","29143"
"1850","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"179847659.9","6171.212979","Jul","15","29143"
"1851","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"165186212","5668.126549","Jun","15","29143"
"1852","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"172100707.1","5905.387473","May","15","29143"
"1853","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"108944354.4","3738.268347","Apr","15","29143"
"1854","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"185386051.5","6361.254899","Mar","15","29143"
"1855","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"108261965.7","3714.853162","Feb","15","29143"
"1856","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"157127795.5","5391.613613","Jan","15","29143"
"1857","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"125664832.5","4312.007427","Dec","14","29143"
"1858","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"235657913.6","8086.261319","Nov","14","29143"
"1859","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"138705281.4","5297.936725","Oct","14","26181"
"1860","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"250299994.1","8588.683186","Sep","14","29143"
"1861","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"167033192","5731.503003","Aug","14","29143"
"1862","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"246856422.6","8470.522","Jul","14","29143"
"1863","East Palo Alto",28597,21723,0.4447,54.50222051,3.981759955,1.07855763,"171053962.4","5869.469939","Jun","14","29143"
"1864","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"896740294.2","29570.99074","Aug","15","30325"
"1865","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"791894455.1","26113.58467","Jul","15","30325"
"1866","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"856035439","28228.70368","Jun","15","30325"
"1867","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"626608073.5","20663.08569","May","15","30325"
"1868","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"710484744.8","23429.01055","Apr","15","30325"
"1869","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"661145526.4","21801.99592","Mar","15","30325"
"1870","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"556299687.3","18344.58985","Feb","15","30325"
"1871","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"535330519.5","17653.10864","Jan","15","30325"
"1872","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"446519926.4","14724.48232","Dec","14","30325"
"1873","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"696916459.7","22981.58152","Nov","14","30325"
"1874","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"900440735.6","29693.01684","Oct","14","30325"
"1875","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"1020088340","33638.52729","Sep","14","30325"
"1876","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"1225055788","40397.55278","Aug","14","30325"
"1877","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"1217691910","41134.0712","Jul","14","29603"
"1878","Banning",29968,21736,0.406,72.28043246,2.44776607,0.716960942,"1162431985","39267.37105","Jun","14","29603"
"1879","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"532370166.4","18955.0013","Aug","15","28086"
"1880","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"532246818.4","18950.6095","Jul","15","28086"
"1881","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"510167518.1","18164.47761","Jun","15","28086"
"1882","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"496599233.1","17681.3798","May","15","28086"
"1883","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"433074989.4","15419.6037","Apr","15","28086"
"1884","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"425550758.6","15151.704","Mar","15","28086"
"1885","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"331066155.4","11787.58653","Feb","15","28086"
"1886","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"380898766","13561.87303","Jan","15","28086"
"1887","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"353392151.7","12582.50202","Dec","14","28086"
"1888","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"395700531.5","14088.88882","Nov","14","28086"
"1889","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"525586023.9","18713.45239","Oct","14","28086"
"1890","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"589850355.8","21001.57929","Sep","14","28086"
"1891","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"635242436.7","22617.76105","Aug","14","28086"
"1892","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"687048616.1","24462.31632","Jul","14","28086"
"1893","Benicia",27225,43553,0.4103,73.68962351,2.544630339,1.938013167,"709251264.3","25252.84","Jun","14","28086"
"1894","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1165434959","20366.5477","Aug","15","57223"
"1895","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1137430148","19877.14988","Jul","15","57223"
"1896","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1044306740","18249.77264","Jun","15","57223"
"1897","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"957400523.1","16731.04387","May","15","57223"
"1898","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"846389768.8","14791.07647","Apr","15","57223"
"1899","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"839613634.3","14672.66019","Mar","15","57223"
"1900","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"604416789.1","10562.47993","Feb","15","57223"
"1901","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"646521239.9","11420.61897","Jan","15","56610"
"1902","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"632409297.7","11171.33541","Dec","14","56610"
"1903","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"721349439","12742.43842","Nov","14","56610"
"1904","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1024691243","18100.88753","Oct","14","56610"
"1905","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1318044657","23282.89448","Sep","14","56610"
"1906","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1318044660","23282.89455","Aug","14","56610"
"1907","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1502638539","26543.69437","Jul","14","56610"
"1908","Woodland",55888,26798,0.4164,71.95641283,2.873862292,7.855044074,"1522392608","26892.64455","Jun","14","56610"
"1909","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"986784367.8","12948.22684","Aug","15","76210"
"1910","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"986784367.8","12948.22684","Aug","15","76210"
"1911","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1163172073","15262.72239","Jul","15","76210"
"1912","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1163172073","15262.72239","Jul","15","76210"
"1913","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1026255742","13466.15592","Jun","15","76210"
"1914","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1026255742","13466.15592","Jun","15","76210"
"1915","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1031189664","13530.89705","May","15","76210"
"1916","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1031189664","13530.89705","May","15","76210"
"1917","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"928810786.2","12187.51852","Apr","15","76210"
"1918","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"928810786.2","12187.51852","Apr","15","76210"
"1919","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"932511227.5","12420.73108","Mar","15","75077"
"1920","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"932511227.5","12420.73108","Mar","15","75077"
"1921","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"741321756.3","9874.15262","Feb","15","75077"
"1922","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"741321756.3","9874.15262","Feb","15","75077"
"1923","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"793127935.6","10564.19324","Jan","15","75077"
"1924","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"793127935.6","10564.19324","Jan","15","75077"
"1925","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"693216018.4","9233.40062","Dec","14","75077"
"1926","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"693216018.4","9233.40062","Dec","14","75077"
"1927","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"765991365.5","10202.74339","Nov","14","75077"
"1928","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"765991365.5","10202.74339","Nov","14","75077"
"1929","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1161938593","15476.62524","Oct","14","75077"
"1930","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1161938593","15476.62524","Oct","14","75077"
"1931","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1147136828","15279.47078","Sep","14","75077"
"1932","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1147136828","15279.47078","Sep","14","75077"
"1933","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1391365959","18121.22737","Aug","14","76781"
"1934","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1391365959","18121.22737","Aug","14","76781"
"1935","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1444405618","18812.01884","Jul","14","76781"
"1936","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1444405618","18812.01884","Jul","14","76781"
"1937","Mountain View",2282,19925,0.4325,84.83786153,2.232876712,0,"1443172138","18795.95392","Jun","14","76781"
"1938","Mountain View",75477,50819,0.4589,60.45020337,2.355197054,0.328023599,"1443172138","18795.95392","Jun","14","76781"
"1939","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1940","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1941","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1942","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1943","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1944","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1945","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1946","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1947","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1948","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1949","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1950","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1951","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1952","Mammoth Lakes town",8180,24654,0.3404,84.35207824,3.043154762,2.86348054,"Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town","Mammoth Lakes town"
"1953","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1729978953","15974.24655","Aug","15","108298"
"1954","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1730698181","15980.88775","Jul","15","108298"
"1955","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1625948246","15013.6498","Jun","15","108298"
"1956","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1616889754","15188.48108","May","15","106455"
"1957","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1481750526","13919.03176","Apr","15","106455"
"1958","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1370201990","12871.18491","Mar","15","106455"
"1959","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1010182760","9489.29369","Feb","15","106455"
"1960","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1106706994","10396.00765","Jan","15","106455"
"1961","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1053487879","9896.086413","Dec","14","106455"
"1962","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1304846842","12257.26215","Nov","14","106455"
"1963","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"1869039868","17557.08861","Oct","14","106455"
"1964","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"2001196190","18798.51759","Sep","14","106455"
"1965","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"2231072937","20957.89711","Aug","14","106455"
"1966","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"2391945399","22469.07519","Jul","14","106455"
"1967","Antioch",104035,27171,0.4103,51.06742923,3.229195766,0.428642332,"2335652529","21940.28021","Jun","14","106455"
"1968","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2227715276","25197.26365","Aug","15","88411"
"1969","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2300773738","26023.61401","Jul","15","88411"
"1970","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2067970867","23390.42503","Jun","15","88411"
"1971","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2148600154","24302.40756","May","15","88411"
"1972","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2073648986","23454.64915","Apr","15","88411"
"1973","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"1808670109","20457.52349","Mar","15","88411"
"1974","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"1478203595","16719.67962","Feb","15","88411"
"1975","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"1456248202","16471.34635","Jan","15","88411"
"1976","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"1349499568","15602.23332","Dec","14","86494"
"1977","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"1992641158","23037.91197","Nov","14","86494"
"1978","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2124752055","24565.31153","Oct","14","86494"
"1979","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2248535045","25996.42802","Sep","14","86494"
"1980","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2670608543","30876.22891","Aug","14","86494"
"1981","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2887134140","33379.58864","Jul","14","86494"
"1982","Indio",80167,22191,0.4379,57.00101039,3.28944237,2.27651127,"2742531381","31707.76448","Jun","14","86494"
"1983","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1813216276","12249.14392","Aug","15","148028"
"1984","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1876123779","12674.11422","Jul","15","148028"
"1985","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1713304359","11574.19109","Jun","15","148028"
"1986","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1763877057","11915.83388","May","15","148028"
"1987","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1636828570","11130.72367","Apr","15","147055"
"1988","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1730573085","11768.20295","Mar","15","147055"
"1989","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1306255807","8882.770438","Feb","15","147055"
"1990","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1460440864","9931.25609","Jan","15","147055"
"1991","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1242114823","8446.600407","Dec","14","147055"
"1992","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"1536916653","10451.30497","Nov","14","147055"
"1993","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"2142555558","14569.75661","Oct","14","147055"
"1994","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"2116652469","14393.61102","Sep","14","147055"
"1995","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"2466960919","16775.77042","Aug","14","147055"
"1996","Sunnyvale",143315,49920,0.4113,45.66374769,2.65319535,0.123910619,"2570573278","17480.35278","Jul","14","147055"
"1997","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"889571945.6","9341.888028","Aug","15","95224"
"1998","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"888057780.5","9325.986942","Jul","15","95224"
"1999","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"832790757.5","8745.597303","Jun","15","95224"
"2000","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"806292869.8","8467.328297","May","15","95224"
"2001","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"776009569.5","8178.249597","Apr","15","94887"
"2002","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"783580394.6","8258.037398","Mar","15","94887"
"2003","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"693866117.5","7312.551957","Feb","15","94887"
"2004","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"757461048.1","7982.769485","Jan","15","94887"
"2005","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"690459246.2","7276.647446","Dec","14","94887"
"2006","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"707872143.9","7460.159389","Nov","14","94887"
"2007","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"850203655.2","8960.170046","Oct","14","94887"
"2008","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"806292869.8","8497.400801","Sep","14","94887"
"2009","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"904713595.7","9534.642213","Aug","14","94887"
"2010","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"957709371.2","10093.15682","Jul","14","94887"
"2011","Santa Cruz",61245,22019,0.4879,79.80569842,2.917818009,1.252476411,"950138546.1","10013.36902","Jun","14","94887"
"2012","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"150659418.9","12521.56074","Aug","15","12032"
"2013","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"155201913.9","12899.09524","Jul","15","12032"
"2014","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"144981300.1","12049.64262","Jun","15","12032"
"2015","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"123165967.6","10236.53321","May","15","12032"
"2016","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"106748633.5","8950.916776","Apr","15","11926"
"2017","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"120376118.6","10093.587","Mar","15","11926"
"2018","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"98712202.66","8277.05875","Feb","15","11926"
"2019","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"120754659.8","10125.32784","Jan","15","11926"
"2020","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"105234468.5","8823.953417","Dec","14","11926"
"2021","Fortuna",11851,21831,0.4619,82.15340478,2.846745136,2.413308341,"102963220.9","8633.508379","Nov","14","11926"
